id,run_id,status,exception_type,ground_truth_type,ai_verdict_correct,confidence,detected_reason,ai_explanation,recommended_action,related_txn_ids,reviewer,reviewed_at,investigated_at,ground_truth_label
11,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DUPLICATE_RECORD,DUPLICATE_RECORD,True,0.98,NO_TRIPLE_MATCH,"A complete matching triple (Razorpay, Ledger, and Bank UTR415415206436) already exists for ORD-2026-0121 at 23000.50 INR. The leftover bank transaction UTR110371293870 represents an additional duplicate bank credit for the same order.",Verify duplicate bank credit UTR110371293870 with the bank and arrange for reversal or refund of the excess funds received.,[274],,,2026-09-04T15:29:50.510751,Second bank UTR posted for ORD-2026-0121 after a valid triple already exists
12,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DUPLICATE_RECORD,DUPLICATE_RECORD,True,0.98,NO_TRIPLE_MATCH,"A valid 3-way triple (Razorpay, Ledger, and primary Bank UTR155426221890) of 900.00 INR already exists for order ORD-2026-0122. Bank transaction UTR927532697311 is an extra posting of 900.00 INR received 12 minutes later for the same order reference.",Verify duplicate credit with the banking partner for UTR927532697311 and initiate a bank reversal or refund process as appropriate.,[276],,,2026-09-04T15:29:50.511569,Second bank UTR posted for ORD-2026-0122 after a valid triple already exists
13,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DUPLICATE_RECORD,DUPLICATE_RECORD,True,0.98,NO_TRIPLE_MATCH,"Order ORD-2026-0123 already has a matched triple involving Razorpay, Ledger, and primary bank UTR899940438983 for 7600.00. The leftover bank credit UTR640376137918 is an extra posting for the exact same order and amount.",Verify the extra bank credit UTR640376137918 with the treasury team and process a refund or bank reversal for the duplicate credit.,[278],,,2026-09-04T15:29:50.512375,Second bank UTR posted for ORD-2026-0123 after a valid triple already exists
14,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DUPLICATE_RECORD,DUPLICATE_RECORD,True,0.98,NO_TRIPLE_MATCH,"A valid triple match already exists for order ORD-2026-0124 with Razorpay, Ledger, and primary Bank UTR UTR109104300684 all matching 1100.00 INR. The leftover bank transaction UTR866618892414 is a duplicate credit posting for the same order and amount.",Verify with the bank whether UTR866618892414 is an erroneous duplicate credit requiring a reversal or refund back to the sender.,[280],,,2026-09-04T15:29:50.513286,Second bank UTR posted for ORD-2026-0124 after a valid triple already exists
15,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.98,NO_TRIPLE_MATCH,"Both Razorpay payment record and accounting ledger entry exist with matching amounts of 4500.00 INR and close timestamps, but there is no corresponding bank credit record found.",Check the Razorpay settlement report and bank statement to confirm if the funds for payment pay_ZjIuzLOW1PRPet have been settled and credited.,"[423, 125]",,,2026-09-04T15:29:50.514527,Razorpay and ledger present for ORD-2026-0125; no bank credit
16,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.95,NO_TRIPLE_MATCH,"Razorpay payment pay_U92pdpf7BhDNMd and ledger entry JE-2026-0127-R both exist for amount 36200.50 INR, but there is no corresponding bank credit record found.",Check Razorpay settlement reports and verify with the bank whether the payout for order ORD-2026-0126 has been processed or delayed.,"[424, 126]",,,2026-09-04T15:29:50.515690,Razorpay and ledger present for ORD-2026-0126; no bank credit
17,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.98,NO_TRIPLE_MATCH,"Both Razorpay and Ledger records are present with matching amounts of 16,300.00 INR and aligned timestamps, but there is no corresponding bank credit record for this order.","Verify Razorpay settlement batch status for payment pay_haTiSakF8wHHY0 and inspect the bank statement to confirm if the payout credit was delayed, bundled, or failed.","[425, 127]",,,2026-09-04T15:36:48.728813,Razorpay and ledger present for ORD-2026-0127; no bank credit
18,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.95,NO_TRIPLE_MATCH,"Razorpay captured payment pay_kxiVX3rU4hX5bv and Ledger entry JE-2026-0129-R both record 37400.00 INR, but no corresponding bank credit entry exists for order ORD-2026-0128.",Check Razorpay settlement reports and bank statement for ORD-2026-0128 to trace the pending credit.,"[426, 128]",,,2026-09-04T15:29:50.518240,Razorpay and ledger present for ORD-2026-0128; no bank credit
19,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.95,NO_TRIPLE_MATCH,"Razorpay capture pay_HeqTKOeFDGxdF2 and ledger posting JE-2026-0130-R both record a amount of 22400.00 INR for order ORD-2026-0129, but no corresponding bank receipt credit exists.","Check Razorpay settlement reports and bank statements to verify if payout for order ORD-2026-0129 was delayed, failed, or pending settlement.","[427, 129]",,,2026-09-04T15:29:50.519239,Razorpay and ledger present for ORD-2026-0129; no bank credit
20,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.95,NO_TRIPLE_MATCH,"Razorpay payment pay_xkqXg5KRUhoVGa and Ledger entry JE-2026-0131-R both record a captured amount of 29500.00 INR, but there is no corresponding bank credit statement entry.",Trace settlement status with Razorpay for payment pay_xkqXg5KRUhoVGa and verify bank credit statements for missing payout.,"[428, 130]",,,2026-09-04T15:29:50.520065,Razorpay and ledger present for ORD-2026-0130; no bank credit
21,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.95,NO_TRIPLE_MATCH,"Razorpay captured payment and ledger entry both exist for INR 2700.00, but there is no corresponding bank credit record for this order.",Check bank settlement batches or contact the payment gateway to verify whether payout for transaction pay_pcExy6jl792cJZ has been credited or remains in transit.,"[429, 131]",,,2026-09-04T15:36:48.746269,Razorpay and ledger present for ORD-2026-0131; no bank credit
22,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,MISSING_BANK_RECEIPT,MISSING_BANK_RECEIPT,True,0.99,NO_TRIPLE_MATCH,"Razorpay payment and accounting ledger entry both exist with matching amounts of INR 37,000.50 and proximate timestamps, but no corresponding bank credit record is present.",Check bank settlement reports and Razorpay payout batch status for transaction pay_oupA6Uur0eKxhG to verify whether funds have been credited or delayed.,"[430, 132]",,,2026-09-04T15:36:48.748218,Razorpay and ledger present for ORD-2026-0132; no bank credit
23,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,0.99,NO_TRIPLE_MATCH,"All three records (Razorpay, Bank, Ledger) share the exact order reference ORD-2026-0133 and identical amounts of 34,900.00 INR, but the bank credit occurred on 2026-08-15T23:00:00, which is approximately 4 days after the Razorpay payment on 2026-08-11T23:00:00, exceeding the ±24-hour auto-match threshold.","Verify the delayed settlement timeline with the bank statement and manually approve the 3-way match across the Razorpay capture, ledger entry, and bank credit.","[281, 431, 133]",,,2026-09-04T15:36:48.749965,Same amount and order_ref for ORD-2026-0133 but bank timestamp is >24h from the other two
24,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,0.99,NO_TRIPLE_MATCH,"All three records from Razorpay, Ledger, and Bank share the same order_ref (ORD-2026-0134) and exact amount of 24,200.00 INR. However, the bank credit timestamp (2026-08-16T00:00:00) is 4 days after the Razorpay capture (2026-08-12T00:00:00) and ledger entry, which exceeds the 24-hour auto-match window.",Manually reconcile and link bank transaction UTR603850506413 with Razorpay payment pay_LFXXmU5IWYpja7 and ledger journal entry JE-2026-0135-R.,"[282, 432, 134]",,,2026-09-04T15:36:48.751546,Same amount and order_ref for ORD-2026-0134 but bank timestamp is >24h from the other two
25,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,1.0,NO_TRIPLE_MATCH,"The Razorpay payment and Ledger entry both occurred on 2026-08-12, but the corresponding bank credit was not received until 2026-08-18, which is 6 days later and exceeds the 24-hour auto-matching threshold.",Manually match the bank credit (UTR571918261990) with the Razorpay payment (pay_9djTrfc6o52HAS) and Ledger entry (JE-2026-0136-R) since the amounts are identical and the delay is due to a late bank settlement.,"[283, 433, 135]",,,2026-09-04T15:42:18.377742,Same amount and order_ref for ORD-2026-0135 but bank timestamp is >24h from the other two
26,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,1.0,NO_TRIPLE_MATCH,"The Razorpay payment and Ledger entry were recorded on 2026-08-12, but the corresponding bank credit of 34400.00 INR was received on 2026-08-17, which is 5 days later and exceeds the 24-hour auto-match window.",Manually match the bank credit (UTR431329121277) with the Razorpay payment (pay_psq2u7ZzS1VuuC) and Ledger entry (JE-2026-0137-R) as they represent the same transaction despite the timing delay.,"[284, 434, 136]",,,2026-09-04T15:42:18.385829,Same amount and order_ref for ORD-2026-0136 but bank timestamp is >24h from the other two
27,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,0.99,NO_TRIPLE_MATCH,"All three records (Razorpay, Bank, Ledger) share the exact same amount of 21300.00 INR and order reference ORD-2026-0137, but the bank credit occurred on 2026-08-17, approximately 5 days after the payment and ledger entries on 2026-08-12, exceeding the 24-hour matching window.",Manually reconcile and link bank transaction UTR490352135680 with Razorpay payment pay_Iw9XnCtDq2hfkZ and ledger entry JE-2026-0138-R by applying a date-tolerance override.,"[285, 435, 137]",,,2026-09-04T15:36:48.756072,Same amount and order_ref for ORD-2026-0137 but bank timestamp is >24h from the other two
28,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,DATE_DRIFT,DATE_DRIFT,True,0.99,NO_TRIPLE_MATCH,"All three records (Razorpay, Bank, Ledger) share the exact order reference ORD-2026-0138 and identical amounts of 13800.00 INR. However, the bank credit occurred on 2026-08-17, approximately 5 days after the payment capture and ledger entry on 2026-08-12, exceeding the 24-hour auto-match window.",Verify settlement timing with the payment gateway/bank and approve manual 3-way reconciliation for these records.,"[286, 436, 138]",,,2026-09-04T15:36:48.757145,Same amount and order_ref for ORD-2026-0138 but bank timestamp is >24h from the other two
29,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,0.95,NO_TRIPLE_MATCH,"The Razorpay payment and Bank credit both show 4300.00 INR, but the Ledger entry was booked for 3800.00 INR, resulting in a discrepancy of 500.00 INR.",Adjust the ledger entry JE-2026-0140-R to match the actual captured and credited amount of 4300.00 INR.,"[287, 437, 139]",,,2026-09-04T15:42:18.388130,Razorpay/bank 4300.00 vs ledger 3800.00 for ORD-2026-0139 — not an MDR pattern
30,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,0.98,NO_TRIPLE_MATCH,"Razorpay and Bank both reflect an amount of 11400.00 INR, but the accounting ledger entry JE-2026-0141-R is recorded at 10400.00 INR, resulting in an amount mismatch.",Review journal entry JE-2026-0141-R and verify the source transaction documents to adjust or rebook the ledger entry to match the actual captured amount of 11400.00 INR.,"[288, 438, 140]",,,2026-09-04T15:36:48.758966,Razorpay/bank 11400.00 vs ledger 10400.00 for ORD-2026-0140 — not an MDR pattern
31,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,1.0,NO_TRIPLE_MATCH,"The Razorpay payment and bank credit both show an amount of 1400.50, but the ledger entry was booked for 400.50, resulting in an amount mismatch of 1000.00.",Verify the ledger entry JE-2026-0142-R and adjust the booked amount from 400.50 to 1400.50 to align with the actual Razorpay and bank transaction amounts.,"[289, 439, 141]",,,2026-09-04T15:42:18.389927,Razorpay/bank 1400.50 vs ledger 400.50 for ORD-2026-0141 — not an MDR pattern
32,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,0.98,NO_TRIPLE_MATCH,"Razorpay and Bank both record 13,100.00 INR, but the accounting ledger entry JE-2026-0143-R is booked for 12,100.00 INR, creating an amount mismatch of 1,000.00 INR.","Review journal entry JE-2026-0143-R against payment capture pay_I0Y6VdW8oK2Zyw and bank credit UTR223955905992, and prepare an adjusting ledger entry to correct the 1,000.00 INR variance.","[290, 440, 142]",,,2026-09-04T15:36:48.760872,Razorpay/bank 13100.00 vs ledger 12100.00 for ORD-2026-0142 — not an MDR pattern
33,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,0.95,NO_TRIPLE_MATCH,"The Razorpay payment and Bank credit both show 29300.00 INR, but the Ledger entry was booked for 27800.00 INR, resulting in an amount mismatch.",Adjust the ledger entry JE-2026-0144-R to match the actual captured and credited amount of 29300.00 INR.,"[291, 441, 143]",,,2026-09-04T15:42:18.391566,Razorpay/bank 29300.00 vs ledger 27800.00 for ORD-2026-0143 — not an MDR pattern
34,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True,0.95,NO_TRIPLE_MATCH,"The Razorpay payment and Bank credit both show an amount of 6100.00, but the Ledger entry was booked for 5600.00, resulting in a discrepancy of 500.00.",Verify the invoice or order details for ORD-2026-0144 and adjust the ledger entry JE-2026-0145-R to reflect the correct amount of 6100.00.,"[292, 442, 144]",,,2026-09-04T15:42:18.392953,Razorpay/bank 6100.00 vs ledger 5600.00 for ORD-2026-0144 — not an MDR pattern
35,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three records disagree: Razorpay captured 38000.00, the Ledger posted 37981.00, and the Bank credited 38037.00. This does not represent a standard bank fee pattern since the bank credit is higher than the Razorpay transaction amount.",Verify the ledger entry to understand the split invoice contra note and investigate the bank credit of 38037.00 to determine why it exceeds the captured Razorpay amount.,"[293, 443, 145]",,,2026-09-04T15:42:18.393935,"Three conflicting amounts and dates for ORD-2026-0145 (38000.00/38037.00/37981.00); not a single fee, duplicate, or booking miss"
36,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three records disagree completely: Razorpay shows 9000.00, Bank shows 9121.00, and Ledger shows 8933.00. This does not follow a standard bank fee pattern (where bank is slightly less than Razorpay/Ledger). The ledger note indicates a split across another invoice, and the bank description mentions a partial refund attempt, causing mismatched figures.",Verify the ledger entry split details and investigate the bank credit of 9121.00 to determine why it exceeds the captured Razorpay amount of 9000.00.,"[294, 444, 146]",,,2026-09-04T15:42:18.394847,"Three conflicting amounts and dates for ORD-2026-0146 (9000.00/9121.00/8933.00); not a single fee, duplicate, or booking miss"
37,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three sources disagree (Bank: 19783.00, Ledger: 19633.00, Razorpay: 19700.00). This does not follow a standard bank fee pattern since the bank credit is higher than the Razorpay captured amount, and the ledger entry is lower, with descriptions indicating a split invoice and a partial refund attempt.",Verify the split invoice details in the ledger and investigate the partial refund attempt on the bank credit to determine the correct allocation of funds.,"[295, 445, 147]",,,2026-09-04T15:42:18.395980,"Three conflicting amounts and dates for ORD-2026-0147 (19700.00/19783.00/19633.00); not a single fee, duplicate, or booking miss"
38,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three sources are completely mismatched: Razorpay captured 25200.00, the Bank credited 25283.00, and the Ledger recorded 25133.00. This does not follow a standard bank fee pattern as the bank credit is higher than the payment gateway amount. The ledger description notes a split across another invoice, and the bank description mentions a partial refund attempt, indicating booking and transaction discrepancies.","Investigate the ledger entry JE-2026-0149-R to locate the other split invoice, and verify the bank transaction UTR844431069872 with the payment gateway to understand why the credited bank amount exceeds the captured Razorpay amount.","[296, 446, 148]",,,2026-09-04T15:42:18.397130,"Three conflicting amounts and dates for ORD-2026-0148 (25200.00/25283.00/25133.00); not a single fee, duplicate, or booking miss"
39,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three sources disagree: Razorpay shows 3200.00, Ledger shows 3159.00 (noted as split across another invoice), and Bank shows 3237.00 (noted as an unrelated-looking credit after a partial refund attempt). This does not represent a standard bank fee/MDR pattern.","Investigate the ledger entry split and verify the bank transaction details to reconcile the differing amounts of 3200.00, 3159.00, and 3237.00.","[297, 447, 149]",,,2026-09-04T15:42:18.398223,"Three conflicting amounts and dates for ORD-2026-0149 (3200.00/3237.00/3159.00); not a single fee, duplicate, or booking miss"
40,27da232e-53a9-4122-abaf-57ed6e10d6a2,AUTO_SUGGESTED,AMOUNT_MISMATCH,UNRESOLVABLE,False,0.95,NO_TRIPLE_MATCH,"The amounts across all three sources disagree: Razorpay shows 19400.50, Bank shows 19483.50, and Ledger shows 19381.50. This does not follow a standard bank fee/MDR pattern, and the descriptions indicate a split invoice and a partial refund attempt which caused the discrepancies.","Verify the split invoice details and the partial refund attempt with the billing team to determine the correct allocation of the amounts across the ledger, bank, and Razorpay.","[298, 448, 150]",,,2026-09-04T15:42:18.399141,"Three conflicting amounts and dates for ORD-2026-0150 (19400.50/19483.50/19381.50); not a single fee, duplicate, or booking miss"
